-0.000061	-0.000305
-0.000061	0.000122
-0.000092	-0.000244
-0.000092	-0.000244
0.000061	0.000031
-0.000214	0.000000
-0.000092	-0.000061
-0.000153	0.000275
-0.000336	0.000214
-0.000275	0.000031
0.000031	-0.000122
0.000061	-0.000214
-0.000092	-0.000122
0.000122	0.000000
0.000061	-0.000061
0.000000	-0.000122
0.000031	-0.000244
-0.000122	-0.000427
-0.000427	-0.000061
0.000183	0.000092
0.000183	-0.000122
-0.000061	0.000305
0.000275	-0.000061
0.000214	-0.000092
0.000061	0.000275
-0.000214	-0.000244
-0.000305	0.000031
-0.000092	-0.000061
-0.000183	-0.000122
-0.000183	0.000122
-0.000061	-0.000092
-0.000183	-0.000305
-0.000153	-0.000275
0.000427	-0.000336
-0.000183	-0.000061
0.000000	-0.000397
0.000397	-0.000061
0.000305	0.000000
0.000305	-0.000244
0.000031	0.000061
0.000000	-0.000061
-0.000092	0.000092
-0.000031	0.000061
-0.000214	-0.000153
0.000061	-0.000214
0.000366	0.000000
0.000214	0.000183
0.000427	0.000122
0.000031	-0.000214
0.000092	0.000122
0.000153	0.000031
0.000122	0.000031
0.000092	-0.000305
0.000366	0.000000
0.000397	0.000000
-0.000397	-0.000122
0.000061	0.000031
0.000092	0.000000
0.000305	-0.000061
0.000122	-0.000122
-0.000092	0.000092
0.000336	0.000305
0.000061	0.000214
0.000031	0.000122
0.000153	0.000092
0.000122	0.000000
-0.000061	-0.000244
0.000061	0.000092
-0.000153	0.000214
-0.000336	0.000031
0.000275	-0.000092
0.000092	0.000336
0.000153	-0.000061
0.000275	0.000092
0.000061	-0.000031
0.000092	0.000092
-0.000183	0.000000
-0.000153	0.000000
0.000305	-0.000244
0.000214	0.000244
0.000183	0.000244
-0.000305	-0.000122
0.000000	-0.000244
0.000031	0.000153
-0.000122	0.000214
0.000275	0.000031
0.000244	0.000061
0.000061	0.000092
-0.000305	0.000397
-0.000366	0.000000
0.000031	-0.000031
-0.000214	0.000214
-0.000031	0.000092
-0.000153	0.000305
0.000183	-0.000122
-0.000366	0.000275
0.000031	0.000122
-0.000153	0.000000
0.000122	0.000061
0.000549	-0.000610
-0.000122	0.000397
0.000031	0.000061
-0.000122	-0.000244
0.000000	0.000305
0.000000	0.000214
-0.000153	0.000061
0.000061	0.000214
0.000031	-0.000031
-0.000122	0.000061
0.000061	0.000092
0.000061	0.000092
0.000031	-0.000061
0.000275	-0.000153
0.000092	0.000092
0.000061	0.000153
-0.000122	0.000122
-0.000061	-0.000183
-0.000305	-0.000153
0.000336	0.000183
0.000214	-0.000122
-0.000031	-0.000122
0.000366	-0.000061
-0.000366	-0.000031
-0.000153	0.000031
-0.000458	0.000183
-0.000336	0.000153
0.000000	0.000092
-0.000153	-0.000183
0.000122	0.000061
-0.000153	-0.000519
-0.000183	0.000000
0.000244	0.000275
0.000000	0.000244
0.000000	0.000244
-0.000061	0.000305
-0.000031	-0.000061
0.000122	-0.000122
-0.000214	-0.000275
-0.000061	-0.000244
-0.000458	0.000153
-0.000305	-0.000183
0.000305	0.000122
-0.000153	0.000305
-0.000214	0.000275
-0.000061	-0.000122
0.000244	-0.000092
-0.000519	-0.000122
-0.000397	-0.000214
0.000031	-0.000092
0.000275	-0.000061
0.000000	-0.000244
-0.000183	0.000397
0.000244	0.000031
-0.000092	0.000092
0.000122	0.000061
0.000153	-0.000214
0.000092	-0.000214
0.000000	-0.000366
0.000061	-0.000427
-0.000092	0.000061
-0.000031	0.000031
0.000275	0.000092
-0.000031	-0.000153
0.000183	-0.000122
-0.000153	0.000031
-0.000305	-0.000336
-0.000275	0.000214
0.000214	0.000000
-0.000214	-0.000153
0.000153	-0.000153
-0.000183	0.000031
-0.000092	0.000031
0.000092	-0.000244
-0.000122	-0.000031
-0.000366	-0.000183
-0.000244	0.000122
0.000000	0.000061
-0.000122	0.000122
-0.000305	0.000061
0.000031	-0.000153
-0.000122	-0.000061
0.000183	0.000153
-0.000122	-0.000061
0.000000	0.000092
0.000061	0.000031
-0.000275	0.000092
-0.000122	-0.000214
-0.000061	-0.000305
-0.000183	-0.000031
-0.000244	0.000244
-0.000183	-0.000153
0.000092	0.000214
-0.000397	-0.000092
0.000061	0.000214
0.000061	0.000000
0.000214	-0.000336
-0.000122	0.000244
0.000092	0.000214
-0.000153	0.000031
-0.000122	0.000031
-0.000153	-0.000122
-0.000092	-0.000092
0.000031	-0.000031
-0.000061	-0.000061
-0.000031	0.000061
-0.000122	-0.000275
-0.000336	0.000275
-0.000061	0.000031
-0.000458	0.000000
-0.000244	0.000092
0.000122	0.000305
0.000061	0.000214
-0.000092	-0.000092
0.000275	0.000244
0.000031	0.000244
-0.000092	-0.000305
0.000000	0.000153
0.000122	0.000061
0.000092	0.000153
0.000305	0.000092
0.000183	0.000061
0.000183	0.000000
0.000061	0.000153
-0.000061	0.000153
-0.000275	-0.000122
0.000122	0.000366
0.000092	0.000519
0.000183	0.000061
0.000000	0.000458
-0.000183	0.000153
-0.000275	-0.000183
-0.000305	0.000244
0.000092	-0.000275
0.000214	-0.000244
0.000122	0.000244
-0.000153	0.000183
0.000000	-0.000427
-0.000031	-0.000244
0.000031	-0.000031
0.000031	-0.000031
-0.000061	-0.000183
0.000214	-0.000153
0.000031	-0.000153
-0.000275	0.000061
0.000061	0.000061
0.000000	0.000092
-0.000305	0.000000
-0.000488	-0.000366
-0.000153	0.000336
-0.000153	0.000061
-0.000122	-0.000275
-0.000275	-0.000092
-0.000275	0.000183
0.000122	-0.000061
0.000153	0.000183
-0.000214	0.000031
0.000092	-0.000153
-0.000061	0.000061
-0.000244	-0.000061
-0.000183	-0.000122
-0.000122	-0.000061
0.000092	0.000061
-0.000031	0.000000
0.000183	0.000183
-0.000092	-0.000183
-0.000092	-0.000122
-0.000092	0.000122
-0.000092	0.000000
-0.000031	-0.000336
-0.000153	0.000092
0.000336	-0.000153
0.000122	-0.000214
0.000153	0.000336
-0.000122	0.000214
0.000031	0.000183
-0.000061	0.000031
-0.000214	0.000397
0.000000	0.000031
0.000183	-0.000122
0.000122	-0.000122
0.000183	0.000000
0.000275	0.000031
0.000061	-0.000427
-0.000183	-0.000244
0.000244	-0.000183
0.000031	0.000061
-0.000031	-0.000061
0.000031	-0.000214
-0.000122	0.000031
0.000061	-0.000305
-0.000183	-0.000122
-0.000122	0.000153
-0.000061	0.000122
0.000000	-0.000244
0.000275	-0.000061
0.000214	0.000122
0.000000	-0.000092
0.000183	0.000122
0.000488	-0.000244
0.000305	-0.000031
0.000153	0.000092
-0.000092	-0.000366
-0.000153	-0.000397
0.000061	0.000092
0.000397	0.000244
0.000031	0.000214
0.000122	0.000183
-0.000122	0.000031
-0.000122	0.000275
-0.000122	0.000031
-0.000031	0.000275
-0.000366	0.000000
0.000092	0.000000
0.000061	0.000031
-0.000305	-0.000214
-0.000031	0.000305
0.000092	0.000275
0.000000	-0.000183
0.000183	0.000122
0.000092	-0.000183
0.000092	-0.000275
0.000305	0.000031
0.000122	-0.000153
0.000427	-0.000244
0.000305	-0.000336
0.000061	0.000061
0.000214	0.000061
0.000000	-0.000214
-0.000183	-0.000031
-0.000122	0.000031
-0.000244	-0.000183
0.000244	0.000122
0.000031	0.000000
0.000183	-0.000122
0.000092	0.000214
0.000000	0.000092
-0.000366	0.000031
-0.000153	-0.000092
0.000031	-0.000153
-0.000153	0.000153
-0.000305	-0.000336
-0.000366	-0.000488
-0.000336	0.000305
0.000031	-0.000214
-0.000397	-0.000031
-0.000305	-0.000244
-0.000122	-0.000275
-0.000214	0.000092
-0.000031	0.000000
0.000122	0.000092
-0.000031	0.000000
0.000214	-0.000031
0.000092	-0.000214
0.000031	0.000031
0.000153	0.000092
-0.000092	-0.000122
0.000031	0.000153
-0.000122	0.000183
0.000000	0.000153
0.000336	-0.000275
0.000122	-0.000092
0.000000	0.000000
0.000305	0.000061
0.000397	0.000214
0.000092	0.000214
0.000000	-0.000031
-0.000183	-0.000244
0.000000	-0.000061
0.000061	0.000183
-0.000214	0.000183
-0.000183	-0.000183
0.000031	-0.000061
0.000122	0.000061
0.000061	-0.000092
0.000214	0.000122
-0.000214	0.000061
0.000031	-0.000275
0.000336	-0.000305
0.000153	0.000122
0.000275	-0.000092
-0.000092	-0.000488
0.000427	0.000000
0.000061	0.000031
-0.000031	-0.000153
0.000397	-0.000031
0.000122	-0.000214
0.000092	-0.000427
0.000122	-0.000305
-0.000092	0.000183
-0.000092	0.000000
-0.000122	-0.000214
-0.000061	-0.000031
-0.000244	0.000092
0.000214	-0.000061
0.000244	0.000031
-0.000488	-0.000305
-0.000183	-0.000153
0.000092	-0.000183
0.000214	-0.000153
0.000031	0.000153
-0.000092	-0.000061
0.000458	0.000244
0.000427	-0.000214
0.000214	-0.000122
0.000214	0.000153
0.000092	-0.000031
-0.000183	0.000000
0.000122	0.000031
0.000031	0.000000
0.000031	-0.000244
0.000153	0.000183
0.000183	0.000458
0.000061	-0.000092
0.000214	0.000275
0.000031	0.000092
0.000031	-0.000122
-0.000153	-0.000061
-0.000153	-0.000214
-0.000061	0.000275
-0.000122	-0.000061
0.000397	0.000061
-0.000122	-0.000122
0.000122	0.000092
-0.000061	0.000214
0.000092	0.000153
0.000000	-0.000153
-0.000214	0.000275
-0.000061	0.000153
-0.000061	0.000183
-0.000122	0.000153
-0.000336	0.000153
-0.000092	-0.000092
0.000122	-0.000092
0.000000	0.000092
-0.000031	0.000031
0.000092	-0.000275
0.000153	0.000031
-0.000458	-0.000275
-0.000092	-0.000061
-0.000031	-0.000031
0.000061	0.000183
0.000031	-0.000397
-0.000031	-0.000122
-0.000244	0.000458
-0.000122	0.000336
0.000214	0.000061
-0.000061	-0.000122
0.000000	-0.000031
0.000092	0.000427
0.000214	0.000153
-0.000244	-0.000427
0.000031	-0.000153
-0.000244	0.000000
0.000122	-0.000183
0.000122	-0.000275
-0.000031	-0.000092
0.000153	0.000092
0.000031	0.000244
0.000214	0.000153
0.000275	0.000153
-0.000122	0.000000
0.000031	-0.000305
-0.000061	0.000397
-0.000153	0.000275
-0.000366	-0.000244
-0.000153	-0.000031
0.000000	0.000183
0.000031	-0.000275
0.000092	-0.000092
0.000000	0.000061
-0.000183	0.000305
0.000153	-0.000031
0.000214	-0.000366
0.000153	0.000031
0.000305	-0.000244
0.000275	0.000122
0.000397	-0.000214
0.000092	-0.000183
-0.000031	-0.000031
0.000092	-0.000122
0.000092	0.000000
0.000031	-0.000183
0.000092	0.000122
0.000061	0.000092
0.000458	-0.000092
-0.000061	0.000122
-0.000153	0.000092
0.000061	0.000122
-0.000061	0.000275
0.000153	-0.000244
0.000305	0.000214
0.000031	0.000031
0.000031	-0.000214
-0.000092	-0.000519
-0.000061	-0.000153
-0.000061	0.000092
0.000000	0.000031
-0.000214	-0.000153
-0.000061	-0.000275
0.000000	0.000397
-0.000183	0.000366
0.000244	0.000153
0.000000	0.000214
-0.000305	0.000061
0.000092	0.000305
0.000031	-0.000122
-0.000244	-0.000031
0.000214	-0.000092
0.000305	-0.000183
0.000092	0.000244
-0.000275	0.000488
-0.000244	0.000488
-0.000122	0.000061
-0.000336	0.000031
-0.000366	-0.000061
0.000214	0.000000
0.000061	-0.000336
0.000061	0.000092
-0.000183	-0.000031
-0.000031	0.000092
-0.000031	0.000397
0.000031	-0.000214
-0.000061	-0.000061
0.000092	0.000488
-0.000244	0.000061
0.000122	0.000000
0.000031	0.000275
-0.000092	0.000214
-0.000244	0.000427
-0.000061	0.000366
-0.000153	0.000183
-0.000336	-0.000427
0.000000	-0.000061
-0.000031	0.000214
0.000000	-0.000275
-0.000031	-0.000061
-0.000031	0.000031
-0.000122	0.000061
-0.000183	-0.000031
-0.000153	0.000183
0.000031	-0.000092
-0.000092	-0.000092
-0.000061	0.000000
0.000092	-0.000031
-0.000092	0.000397
-0.000153	0.000122
-0.000244	-0.000031
0.000305	-0.000092
0.000061	0.000427
-0.000061	0.000305
-0.000214	0.000214
-0.000275	-0.000153
0.000092	-0.000061
-0.000153	0.000000
0.000122	-0.000061
-0.000397	-0.000061
-0.000183	0.000153
0.000275	0.000061
0.000153	0.000061
-0.000427	0.000183
-0.000031	-0.000244
0.000183	-0.000092
0.000244	-0.000244
0.000061	-0.000092
0.000214	0.000183
0.000031	0.000031
0.000031	0.000305
0.000244	-0.000092
0.000305	-0.000092
0.000214	-0.000092
0.000549	0.000214
0.000549	-0.000031
-0.000061	-0.000122
-0.000183	0.000092
-0.000244	0.000122
-0.000244	0.000244
0.000244	0.000061
0.000214	0.000214
-0.000092	-0.000061
-0.000244	-0.000214
0.000092	-0.000153
0.000061	-0.000031
-0.000214	-0.000153
0.000000	-0.000366
-0.000092	-0.000122
0.000092	-0.000092
0.000183	-0.000549
-0.000305	-0.000061
-0.000031	0.000183
0.000061	-0.000214
0.000031	-0.000305
0.000092	-0.000092
0.000366	0.000031
0.000031	-0.000061
0.000031	0.000244
-0.000153	-0.000122
0.000092	0.000275
-0.000305	0.000427
-0.000214	0.000153
0.000153	0.000153
0.000061	-0.000092
0.000000	-0.000061
0.000061	0.000214
-0.000214	0.000214
-0.000244	-0.000153
0.000092	0.000061
0.000000	0.000061
-0.000092	0.000305
-0.000183	0.000153
-0.000153	0.000214
0.000092	0.000336
0.000031	0.000061
-0.000092	-0.000122
0.000275	-0.000305
-0.000061	-0.000397
-0.000122	-0.000092
-0.000122	-0.000305
-0.000305	0.000214
-0.000092	-0.000092
-0.000427	-0.000092
-0.000092	0.000000
0.000000	0.000092
0.000000	0.000031
-0.000244	0.000061
-0.000336	-0.000336
-0.000458	-0.000122
-0.000122	-0.000153
0.000000	-0.000336
-0.000183	0.000244
-0.000092	-0.000214
-0.000305	-0.000031
-0.000580	0.000397
-0.000488	-0.000061
-0.000488	-0.000275
-0.000610	0.000305
-0.000061	0.000000
-0.000183	-0.000061
-0.000092	-0.000031
-0.000336	-0.000244
-0.000275	0.000031
-0.000153	-0.000092
-0.000366	0.000122
-0.000214	0.000031
-0.000458	-0.000092
0.000092	0.000183
0.000122	0.000000
-0.000153	0.000122
-0.000305	0.000214
-0.000305	0.000153
0.000122	0.000122
-0.000275	0.000153
-0.000275	0.000061
0.000092	-0.000153
0.000122	0.000061
-0.000031	0.000092
-0.000092	0.000031
-0.000061	0.000214
0.000122	0.000244
-0.000031	0.000183
0.000183	0.000153
-0.000214	-0.000153
0.000153	0.000061
-0.000275	-0.000031
-0.000305	-0.000031
-0.000244	0.000092
-0.000183	0.000061
-0.000275	0.000031
-0.000092	-0.000214
-0.000061	-0.000092
-0.000549	0.000092
0.000244	0.000092
-0.000092	-0.000061
0.000122	-0.000214
-0.000275	-0.000092
0.000336	0.000000
0.000061	-0.000214
-0.000183	-0.000092
-0.000275	0.000122
-0.000397	-0.000275
0.000122	-0.000061
-0.000031	0.000153
-0.000061	0.000000
0.000092	0.000122
-0.000092	0.000061
-0.000366	-0.000183
-0.000244	-0.000122
0.000000	0.000153
-0.000214	0.000000
0.000031	-0.000092
0.000061	-0.000153
0.000214	0.000031
0.000244	0.000244
-0.000061	0.000031
-0.000031	0.000061
0.000092	0.000061
-0.000031	-0.000122
0.000000	0.000244
0.000031	-0.000031
-0.000031	0.000305
0.000000	-0.000153
0.000244	0.000244
-0.000153	-0.000092
-0.000183	0.000031
-0.000183	0.000336
-0.000214	0.000092
-0.000275	-0.000214
-0.000366	-0.000336
-0.000122	-0.000183
-0.000580	-0.000244
-0.000275	-0.000061
-0.000183	-0.000153
-0.000366	-0.000336
-0.000031	-0.000244
-0.000336	0.000031
-0.000061	0.000183
-0.000427	0.000305
-0.000153	0.000183
0.000000	0.000366
0.000061	0.000183
0.000061	-0.000275
-0.000092	0.000031
0.000031	-0.000061
-0.000061	-0.000092
-0.000244	0.000061
-0.000244	0.000214
-0.000122	0.000061
-0.000214	0.000153
-0.000366	0.000183
-0.000092	0.000061
-0.000275	-0.000031
0.000031	-0.000031
0.000031	0.000183
-0.000244	0.000031
-0.000092	0.000305
-0.000366	0.000275
0.000122	0.000427
0.000031	0.000275
-0.000183	-0.000031
0.000092	0.000000
0.000092	0.000000
-0.000031	0.000061
-0.000214	0.000244
0.000122	0.000305
-0.000275	0.000275
-0.000580	0.000366
-0.000244	0.000183
-0.000488	0.000061
-0.000061	0.000214
-0.000336	0.000549
-0.000183	0.000092
-0.000275	-0.000214
-0.000366	0.000336
-0.000061	-0.000031
-0.000122	-0.000244
-0.000183	0.000061
-0.000336	0.000122
0.000153	0.000122
0.000122	0.000061
0.000122	-0.000061
0.000031	-0.000092
-0.000305	-0.000122
-0.000092	0.000000
0.000031	0.000214
-0.000397	0.000214
-0.000122	0.000183
-0.000183	-0.000214
-0.000061	0.000244
0.000031	0.000092
0.000031	0.000031
0.000244	0.000305
-0.000183	0.000061
-0.000092	0.000092
0.000366	0.000061
0.000031	0.000153
0.000000	0.000183
-0.000153	-0.000061
-0.000244	0.000183
-0.000031	0.000275
0.000244	0.000641
-0.000061	0.000549
0.000153	-0.000214
0.000244	0.000061
0.000061	0.000000
0.000397	0.000153
0.000122	0.000031
-0.000366	0.000061
0.000061	0.000031
-0.000122	0.000031
-0.000092	0.000305
-0.000305	0.000244
-0.000092	-0.000122
0.000244	0.000031
-0.000397	0.000427
-0.000122	0.000275
-0.000244	0.000000
0.000122	0.000000
-0.000061	0.000092
-0.000183	-0.000092
0.000092	0.000153
-0.000305	0.000061
-0.000153	0.000122
-0.000214	0.000488
0.000214	0.000275
-0.000061	0.000183
0.000092	0.000305
0.000031	0.000153
-0.000305	0.000000
0.000336	0.000000
-0.000092	-0.000244
-0.000275	-0.000214
0.000122	0.000244
0.000244	-0.000061
0.000183	0.000061
-0.000092	-0.000366
-0.000305	-0.000153
-0.000092	0.000153
-0.000061	-0.000427
-0.000397	0.000031
0.000153	-0.000183
-0.000031	-0.000305
0.000031	-0.000122
0.000092	-0.000122
-0.000214	0.000153
-0.000122	0.000122
0.000092	-0.000214
0.000122	0.000031
0.000000	0.000275
0.000305	0.000122
-0.000214	0.000214
-0.000244	0.000000
-0.000061	-0.000122
-0.000397	-0.000031
-0.000214	0.000122
-0.000061	-0.000092
-0.000092	-0.000061
-0.000305	0.000214
-0.000336	0.000366
-0.000397	0.000397
-0.000244	-0.000336
-0.000397	0.000092
-0.000183	0.000000
-0.000031	0.000092
-0.000214	-0.000061
-0.000549	0.000214
-0.000244	0.000214
-0.000092	0.000000
0.000244	0.000031
-0.000092	0.000183
-0.000061	0.000031
-0.000183	-0.000061
-0.000122	-0.000031
0.000031	0.000549
0.000122	0.000275
0.000000	0.000061
-0.000214	0.000000
-0.000244	0.000031
0.000183	0.000061
0.000122	-0.000061
0.000305	-0.000122
-0.000122	0.000000
0.000214	0.000122
-0.000305	0.000061
-0.000336	0.000305
0.000061	0.000336
-0.000122	0.000061
0.000061	0.000000
0.000000	0.000031
-0.000244	0.000000
-0.000122	-0.000031
-0.000153	-0.000031
0.000183	0.000214
-0.000244	0.000183
-0.000183	0.000305
-0.000031	0.000183
-0.000031	0.000397
0.000061	0.000458
0.000153	0.000153
0.000031	0.000092
-0.000092	0.000153
0.000153	0.000092
-0.000031	0.000092
0.000000	0.000214
0.000061	0.000580
0.000000	0.000000
-0.000122	0.000031
0.000183	-0.000061
-0.000061	-0.000122
-0.000366	0.000092
-0.000153	0.000244
-0.000244	0.000427
-0.000305	0.000366
-0.000275	0.000061
0.000244	-0.000031
-0.000031	0.000183
-0.000305	0.000397
-0.000031	0.000092
0.000092	-0.000031
0.000092	0.000000
-0.000153	0.000122
0.000122	0.000153
0.000000	0.000275
0.000061	0.000183
0.000061	0.000122
-0.000214	0.000275
0.000000	0.000183
-0.000092	0.000153
-0.000061	0.000031
-0.000153	0.000092
-0.000214	0.000000
0.000153	0.000122
-0.000519	-0.000031
-0.000153	-0.000031
0.000214	0.000580
0.000122	0.000153
0.000031	-0.000061
-0.000092	0.000183
-0.000214	-0.000031
0.000061	0.000061
0.000031	0.000366
0.000061	0.000519
0.000061	0.000000
-0.000153	-0.000031
-0.000458	-0.000244
0.000153	-0.000153
0.000061	0.000122
0.000214	-0.000031
0.000153	-0.000214
-0.000061	-0.000122
0.000092	-0.000031
0.000092	0.000061
0.000031	-0.000244
0.000397	0.000031
0.000305	-0.000031
0.000031	0.000153
0.000153	-0.000153
0.000122	-0.000061
0.000031	-0.000153
0.000092	-0.000244
0.000092	0.000336
0.000183	0.000305
0.000031	0.000183
0.000061	0.000031
-0.000122	-0.000153
-0.000275	0.000092
0.000183	-0.000214
0.000061	0.000153
0.000092	0.000000
0.000000	0.000031
-0.000153	0.000305
0.000031	0.000061
-0.000153	0.000000
0.000214	-0.000061
-0.000061	0.000305
-0.000214	-0.000122
-0.000122	0.000031
-0.000519	0.000061
0.000061	0.000153
0.000000	0.000000
-0.000305	-0.000153
-0.000183	0.000275
-0.000183	0.000214
-0.000092	-0.000031
-0.000214	-0.000214
-0.000061	0.000214
-0.000031	-0.000275
-0.000031	0.000061
0.000183	0.000000
-0.000031	-0.000092
0.000031	0.000305
-0.000061	-0.000061
-0.000122	0.000031
0.000000	0.000092
0.000244	-0.000061
0.000061	-0.000641
0.000092	0.000092
-0.000214	0.000214
-0.000122	0.000031
-0.000244	0.000244
-0.000092	0.000092
-0.000275	0.000061
-0.000275	-0.000305
0.000214	-0.000031
-0.000061	-0.000244
-0.000305	0.000397
0.000427	0.000305
-0.000183	0.000000
0.000000	0.000031
0.000153	-0.000153
0.000092	-0.000305
0.000000	-0.000244
-0.000122	0.000031
-0.000092	-0.000122
0.000031	0.000153
0.000275	-0.000092
-0.000336	-0.000214
-0.000061	0.000092
-0.000305	0.000031
0.000183	-0.000336
-0.000305	0.000275
-0.000244	0.000336
-0.000305	0.000092
-0.000092	0.000000
0.000000	0.000305
-0.000122	0.000366
-0.000153	0.000061
-0.000305	0.000275
-0.000122	-0.000031
-0.000153	0.000183
0.000305	-0.000153
-0.000061	-0.000153
0.000092	0.000183
0.000305	0.000000
-0.000061	0.000122
0.000092	-0.000397
0.000000	0.000275
0.000305	-0.000031
0.000122	0.000153
-0.000031	-0.000122
-0.000031	0.000153
-0.000061	-0.000061
-0.000092	0.000061
0.000061	-0.000153
-0.000275	-0.000214
-0.000397	-0.000305
-0.000336	-0.000031
-0.000092	0.000061
-0.000122	-0.000397
-0.000153	-0.000122
-0.000580	0.000000
0.000000	0.000153
0.000122	0.000092
-0.000122	-0.000092
-0.000397	-0.000092
0.000000	0.000153
0.000153	0.000031
-0.000305	-0.000366
0.000366	-0.000031
0.000061	0.000153
-0.000275	-0.000122
0.000000	0.000153
0.000092	0.000397
0.000061	0.000275
-0.000031	0.000000
-0.000092	0.000061
-0.000427	0.000336
-0.000214	0.000031
-0.000183	-0.000122
-0.000610	0.000183
-0.000061	0.000305
-0.000092	-0.000275
0.000031	0.000122
-0.000031	0.000092
0.000000	0.000122
-0.000153	-0.000092
0.000122	-0.000153
0.000519	0.000214
-0.000366	0.000275
0.000031	-0.000183
0.000183	0.000061
-0.000519	0.000122
-0.000122	0.000275
-0.000061	-0.000153
0.000000	0.000183
-0.000214	0.000092
-0.000458	-0.000183
-0.000153	0.000061
-0.000275	0.000275
-0.000397	0.000397
0.000244	-0.000244
-0.000214	0.000031
-0.000031	0.000153
-0.000458	0.000153
-0.000305	0.000031
0.000092	0.000122
-0.000214	0.000031
-0.000122	0.000031
-0.000366	0.000061
-0.000397	0.000000
-0.000183	0.000183
-0.000366	-0.000031
-0.000183	0.000092
0.000061	0.000000
-0.000092	-0.000092
-0.000153	-0.000122
-0.000183	-0.000092
-0.000122	-0.000122
-0.000244	-0.000031
-0.000122	0.000214
0.000153	0.000000
0.000061	-0.000061
-0.000031	-0.000061
-0.000092	0.000183
-0.000153	0.000031
-0.000153	-0.000122
-0.000305	-0.000244
-0.000275	0.000214
